အက္ခရာ,Display Name,မြန်မာအမည်,English / Stage Name,အမျိုးအစား,ကျား/မ,Search Keys,YouTube Keyword,စစ်ဆေးမှု,အရင်းအမြစ်
တ,တင်တင်မြ,တင်တင်မြ,,Solo,အမျိုးသမီး,တင်တင်မြ,တင်တင်မြ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
တ,တင်မိုးခိုင်,တင်မိုးခိုင်,,Solo,အမျိုးသမီး,တင်မိုးခိုင်,တင်မိုးခိုင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
တ,တင်မျိုးအောင်,တင်မျိုးအောင်,,Solo,အမျိုးသား,တင်မျိုးအောင်,တင်မျိုးအောင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
တ,တင်လှိုင်,တင်လှိုင်,,Solo,အမျိုးသား,တင်လှိုင်,တင်လှိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
တ,တင်အုံး၊ ဒေါ်,တင်အုံး၊ ဒေါ်,,Solo,အမျိုးသမီး,"တင်အုံး၊ ဒေါ်, တင်အုံး၊ဒေါ်",တင်အုံး၊ ဒေါ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
တ,တင်အောင်မိုး,တင်အောင်မိုး,,Solo,အမျိုးသား,တင်အောင်မိုး,တင်အောင်မိုး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
တ,တူးတူး,တူးတူး,,Solo,အမျိုးသား,တူးတူး,တူးတူး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
တ,တွံတေးစိုးအောင်,တွံတေးစိုးအောင်,,Solo,အမျိုးသား,တွံတေးစိုးအောင်,တွံတေးစိုးအောင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ထ,စိုင်းထီးဆိုင်,စိုင်းထီးဆိုင်,Sai Htee Saing,Solo,အမျိုးသား,"စိုင်းထီးဆိုင်, Sai Htee Saing, SaiHteeSaing",စိုင်းထီးဆိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ထ,ထက်ထက် (Bobby Soxer),ထက်ထက် (Bobby Soxer),Bobby Soxer,Solo,အမျိုးသမီး,"ထက်ထက် (Bobby Soxer), Bobby Soxer, ထက်ထက်(BobbySoxer), BobbySoxer",ထက်ထက် (Bobby Soxer) karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ထ,ထက်ယံ,ထက်ယံ,,Solo,မသတ်မှတ်,ထက်ယံ,ထက်ယံ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
ထ,ထရေစီ,ထရေစီ,,Solo,အမျိုးသမီး,ထရေစီ,ထရေစီ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ထ,ထား,ထား,,Solo,အမျိုးသမီး,ထား,ထား karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ထ,ထိပ်တင်ဆန်း,ထိပ်တင်ဆန်း,,Solo,အမျိုးသား,ထိပ်တင်ဆန်း,ထိပ်တင်ဆန်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ထ,ထူးအယ်လင်း,ထူးအယ်လင်း,Htoo El Linn,Solo,အမျိုးသား,"ထူးအယ်လင်း, Htoo El Linn, HtooElLinn",ထူးအယ်လင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ထ,ထူးအိမ်သင်,ထူးအိမ်သင်,Htoo Eain Thin,Solo,အမျိုးသား,"ထူးအိမ်သင်, Htoo Eain Thin, HtooEainThin",ထူးအိမ်သင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ထ,ထွဏ်းခမ်,ထွဏ်းခမ်,,Solo,အမျိုးသား,ထွဏ်းခမ်,ထွဏ်းခမ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ထ,ထွဏ်းထွဏ်း,ထွဏ်းထွဏ်း,,Solo,အမျိုးသား,ထွဏ်းထွဏ်း,ထွဏ်းထွဏ်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ထ,ထွန်းထွန်း,ထွန်းထွန်း,Tun Tun,Solo,အမျိုးသား,"ထွန်းထွန်း, Tun Tun, TunTun",ထွန်းထွန်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ထ,ထွန်းနောင်၊ တက္ကသိုလ်,ထွန်းနောင်၊ တက္ကသိုလ်,,Solo,အမျိုးသား,"ထွန်းနောင်၊ တက္ကသိုလ်, ထွန်းနောင်၊တက္ကသိုလ်",ထွန်းနောင်၊ တက္ကသိုလ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ထ,ထွန်းရတီ,ထွန်းရတီ,,Solo,အမျိုးသမီး,ထွန်းရတီ,ထွန်းရတီ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ထ,ထွန်းဝေ,ထွန်းဝေ,,Solo,အမျိုးသား,ထွန်းဝေ,ထွန်းဝေ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ထ,ထွန်းအိန္ဒြာဗို,ထွန်းအိန္ဒြာဗို,,Solo,အမျိုးသမီး,ထွန်းအိန္ဒြာဗို,ထွန်းအိန္ဒြာဗို karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ဒ,ဒိုးလုံး,ဒိုးလုံး,,Solo,အမျိုးသား,ဒိုးလုံး,ဒိုးလုံး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဒ,ဒီရာမို,ဒီရာမို,,Solo,အမျိုးသား,ဒီရာမို,ဒီရာမို karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဒ,ဒေးဗစ် ခွန်နောင်,ဒေးဗစ် ခွန်နောင်,,Solo,အမျိုးသား,"ဒေးဗစ် ခွန်နောင်, ဒေးဗစ်ခွန်နောင်",ဒေးဗစ် ခွန်နောင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဒ,ဒေးဗစ်လိုင်,ဒေးဗစ်လိုင်,,Solo,အမျိုးသား,ဒေးဗစ်လိုင်,ဒေးဗစ်လိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဒ,ဒွေး,ဒွေး,Dwe,Solo,အမျိုးသား,"ဒွေး, Dwe",ဒွေး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဓ,ဓီရာမိုရ်,ဓီရာမိုရ်,,Solo,အမျိုးသား,ဓီရာမိုရ်,ဓီရာမိုရ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
န,နန္ဒစိုင်း,နန္ဒစိုင်း,,Solo,အမျိုးသား,နန္ဒစိုင်း,နန္ဒစိုင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
န,နန်းခမ်းနွဲ့လိတ်,နန်းခမ်းနွဲ့လိတ်,,Solo,အမျိုးသမီး,နန်းခမ်းနွဲ့လိတ်,နန်းခမ်းနွဲ့လိတ် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
န,နန်းဆုရတီစိုး,နန်းဆုရတီစိုး,,Solo,မသတ်မှတ်,နန်းဆုရတီစိုး,နန်းဆုရတီစိုး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
န,နန်းမြတ်ဖြိုးသင်း,နန်းမြတ်ဖြိုးသင်း,,Solo,အမျိုးသမီး,နန်းမြတ်ဖြိုးသင်း,နန်းမြတ်ဖြိုးသင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
န,နိုင်ဇော်,နိုင်ဇော်,,Solo,အမျိုးသား,နိုင်ဇော်,နိုင်ဇော် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
န,နီနီခင်ဇော်,နီနီခင်ဇော်,Ni Ni Khin Zaw,Solo,အမျိုးသမီး,"နီနီခင်ဇော်, Ni Ni Khin Zaw, NiNiKhinZaw",နီနီခင်ဇော် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
န,နီနီဝင်းရွှေ,နီနီဝင်းရွှေ,,Solo,အမျိုးသမီး,နီနီဝင်းရွှေ,နီနီဝင်းရွှေ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
န,နေအောင်,နေအောင်,,Solo,အမျိုးသား,နေအောင်,နေအောင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
န,နောနော်,နောနော်,Naw Naw,Solo,အမျိုးသား,"နောနော်, Naw Naw, NawNaw",နောနော် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
န,နောဖောဝါး,နောဖောဝါး,,Solo,အမျိုးသမီး,နောဖောဝါး,နောဖောဝါး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
န,နွေးနွေးချစ်ဖွယ်,နွေးနွေးချစ်ဖွယ်,,Solo,အမျိုးသမီး,နွေးနွေးချစ်ဖွယ်,နွေးနွေးချစ်ဖွယ် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
န,နွဲ့ယဉ်ဝင်း,နွဲ့ယဉ်ဝင်း,,Solo,အမျိုးသမီး,နွဲ့ယဉ်ဝင်း,နွဲ့ယဉ်ဝင်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ပ,ပစ်တိုင်းထောင်,ပစ်တိုင်းထောင်,,Solo,အမျိုးသား,ပစ်တိုင်းထောင်,ပစ်တိုင်းထောင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ပ,ပန်းရောင်ခြယ်,ပန်းရောင်ခြယ်,Pan Yaung Chel,Solo,အမျိုးသမီး,"ပန်းရောင်ခြယ်, Pan Yaung Chel, PanYaungChel",ပန်းရောင်ခြယ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ပ,ပပဝင်းခင်,ပပဝင်းခင်,,Solo,အမျိုးသမီး,ပပဝင်းခင်,ပပဝင်းခင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ပ,ပလေးဘွိုင်း သန်းနိုင်,ပလေးဘွိုင်း သန်းနိုင်,,Solo,အမျိုးသား,"ပလေးဘွိုင်း သန်းနိုင်, ပလေးဘွိုင်းသန်းနိုင်",ပလေးဘွိုင်း သန်းနိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ပ,ပိုပို,ပိုပို,Po Po,Solo,အမျိုးသမီး,"ပိုပို, Po Po, PoPo",ပိုပို karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ပ,ပိုပိုဟေသာ,ပိုပိုဟေသာ,,Solo,မသတ်မှတ်,ပိုပိုဟေသာ,ပိုပိုဟေသာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
ပ,ပိုးဒါလီသိန်းတန်,ပိုးဒါလီသိန်းတန်,,Solo,အမျိုးသမီး,ပိုးဒါလီသိန်းတန်,ပိုးဒါလီသိန်းတန် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ပ,ပိုးအိစံ,ပိုးအိစံ,,Solo,အမျိုးသမီး,ပိုးအိစံ,ပိုးအိစံ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ပ,ပုလဲ,ပုလဲ,,Solo,အမျိုးသမီး,ပုလဲ,ပုလဲ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ပ,ပြည့်ဖြိုးပိုင်,ပြည့်ဖြိုးပိုင်,,Solo,အမျိုးသား,ပြည့်ဖြိုးပိုင်,ပြည့်ဖြိုးပိုင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဖ,ဖလုတ်ရို့စ်,ဖလုတ်ရို့စ်,,Solo,မသတ်မှတ်,ဖလုတ်ရို့စ်,ဖလုတ်ရို့စ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
ဖ,ဖိုးကာ,ဖိုးကာ,Pho Kar,Solo,အမျိုးသား,"ဖိုးကာ, Pho Kar, PhoKar",ဖိုးကာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဖ,ဖိုးကျော်,ဖိုးကျော်,,Solo,အမျိုးသား,ဖိုးကျော်,ဖိုးကျော် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဖ,ဖိုးချို,ဖိုးချို,Pho Cho,Solo,အမျိုးသား,"ဖိုးချို, Pho Cho, PhoCho",ဖိုးချို karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဖ,ဖိုးသောကြာ,ဖိုးသောကြာ,,Solo,အမျိုးသား,ဖိုးသောကြာ,ဖိုးသောကြာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဖ,ဖော်ကာ,ဖော်ကာ,,Solo,အမျိုးသား,ဖော်ကာ,ဖော်ကာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဖ,ဖြိုးကြီး,ဖြိုးကြီး,Phyo Gyi,Solo,မသတ်မှတ်,"ဖြိုးကြီး, Phyo Gyi, PhyoGyi",ဖြိုးကြီး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
ဖ,ဖြိုးပြည့်စုံ,ဖြိုးပြည့်စုံ,Phyo Pyae Sone,Solo,အမျိုးသား,"ဖြိုးပြည့်စုံ, Phyo Pyae Sone, PhyoPyaeSone",ဖြိုးပြည့်စုံ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဖ,ဖြိုးလေး,ဖြိုးလေး,,Solo,အမျိုးသား,ဖြိုးလေး,ဖြိုးလေး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဖ,ဖြူဖြူကျော်သိန်း,ဖြူဖြူကျော်သိန်း,Phyu Phyu Kyaw Thein,Solo,အမျိုးသမီး,"ဖြူဖြူကျော်သိန်း, Phyu Phyu Kyaw Thein, PhyuPhyuKyawThein",ဖြူဖြူကျော်သိန်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ဖ,ဖြူသီ,ဖြူသီ,,Solo,အမျိုးသမီး,ဖြူသီ,ဖြူသီ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ဗ,ဗစ်တာခင်ညို,ဗစ်တာခင်ညို,,Solo,အမျိုးသား,ဗစ်တာခင်ညို,ဗစ်တာခင်ညို karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဗ,ဗညားဟန်,ဗညားဟန်,,Solo,အမျိုးသား,ဗညားဟန်,ဗညားဟန် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဗ,ဗဒင်,ဗဒင်,Ba Din,Solo,အမျိုးသား,"ဗဒင်, Ba Din, BaDin",ဗဒင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဗ,ဗလ,ဗလ,,Solo,အမျိုးသား,ဗလ,ဗလ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဗ,ဗိုဟိန်း,ဗိုဟိန်း,,Solo,အမျိုးသား,ဗိုဟိန်း,ဗိုဟိန်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဗ,ဗျူဟာ,ဗျူဟာ,,Solo,အမျိုးသား,ဗျူဟာ,ဗျူဟာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဘ,ဘန်နီဖြိုး,ဘန်နီဖြိုး,Bunny Phyoe,Solo,အမျိုးသား,"ဘန်နီဖြိုး, Bunny Phyoe, BunnyPhyoe",ဘန်နီဖြိုး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဘ,ဘရိတ်ကီ,ဘရိတ်ကီ,,Solo,အမျိုးသား,ဘရိတ်ကီ,ဘရိတ်ကီ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဘ,ဘိုဖြူ,ဘိုဖြူ,Bo Phyu,Solo,အမျိုးသား,"ဘိုဖြူ, Bo Phyu, BoPhyu",ဘိုဖြူ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဘ,ဘိုဘို,ဘိုဘို,,Solo,အမျိုးသား,ဘိုဘို,ဘိုဘို karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဘ,ဘိုဘိုဟန်,ဘိုဘိုဟန်,,Solo,အမျိုးသား,ဘိုဘိုဟန်,ဘိုဘိုဟန် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဘ,ဘော်ဘီဆော်ဆာ,ဘော်ဘီဆော်ဆာ,,Solo,အမျိုးသမီး,ဘော်ဘီဆော်ဆာ,ဘော်ဘီဆော်ဆာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မင်းနောင်,မင်းနောင်,,Solo,အမျိုးသား,မင်းနောင်,မင်းနောင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မင်းမင်း,မင်းမင်း,,Solo,အမျိုးသား,မင်းမင်း,မင်းမင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မင်းမင်းလတ်,မင်းမင်းလတ်,,Solo,အမျိုးသား,မင်းမင်းလတ်,မင်းမင်းလတ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မင်းမော်ကွန်း,မင်းမော်ကွန်း,,Solo,အမျိုးသား,မင်းမော်ကွန်း,မင်းမော်ကွန်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မင်းသွေး,မင်းသွေး,,Solo,အမျိုးသား,မင်းသွေး,မင်းသွေး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မင်းအောင်,မင်းအောင်,,Solo,အမျိုးသား,မင်းအောင်,မင်းအောင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မဒီ,မဒီ,,Solo,အမျိုးသမီး,မဒီ,မဒီ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မနော,မနော,Ma Naw,Solo,အမျိုးသား,"မနော, Ma Naw, MaNaw",မနော karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မန္တလာမြင့်,မန္တလာမြင့်,,Solo,အမျိုးသမီး,မန္တလာမြင့်,မန္တလာမြင့် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မန္တလေးသိန်းဇော်,မန္တလေးသိန်းဇော်,,Solo,အမျိုးသား,မန္တလေးသိန်းဇော်,မန္တလေးသိန်းဇော် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မယ်လိုဒီ,မယ်လိုဒီ,,Solo,အမျိုးသမီး,မယ်လိုဒီ,မယ်လိုဒီ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မာမာအေး,မာမာအေး,,Solo,အမျိုးသမီး,မာမာအေး,မာမာအေး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မာရဇ္ဇ,မာရဇ္ဇ,Marriza,Solo,အမျိုးသား,"မာရဇ္ဇ, Marriza",မာရဇ္ဇ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မိစန္ဒီ,မိစန္ဒီ,Mi Sandi,Solo,အမျိုးသမီး,"မိစန္ဒီ, Mi Sandi, MiSandi",မိစန္ဒီ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မို့မို့,မို့မို့,,Solo,အမျိုးသမီး,မို့မို့,မို့မို့ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မို့မို့ဇော်ဝင်း,မို့မို့ဇော်ဝင်း,Moh Moh Zaw Win,Solo,အမျိုးသမီး,"မို့မို့ဇော်ဝင်း, Moh Moh Zaw Win, MohMohZawWin",မို့မို့ဇော်ဝင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မို့မို့လွင်,မို့မို့လွင်,,Solo,အမျိုးသမီး,မို့မို့လွင်,မို့မို့လွင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မိုးမိုး,မိုးမိုး,,Solo,အမျိုးသား,မိုးမိုး,မိုးမိုး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မိုးဟေကို,မိုးဟေကို,,Solo,အမျိုးသမီး,မိုးဟေကို,မိုးဟေကို karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မီမီဝင်းဖေ,မီမီဝင်းဖေ,,Solo,အမျိုးသမီး,မီမီဝင်းဖေ,မီမီဝင်းဖေ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မီးမီးခဲ,မီးမီးခဲ,Mee Mee Khel,Solo,အမျိုးသမီး,"မီးမီးခဲ, Mee Mee Khel, MeeMeeKhel",မီးမီးခဲ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မေ,မေ,,Solo,မသတ်မှတ်,မေ,မေ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
မ,မေခလာ,မေခလာ,May Sweet? / May Kha Lar,Solo,အမျိုးသမီး,"မေခလာ, May Sweet? / May Kha Lar, MaySweet?/MayKhaLar",မေခလာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မေစပယ်ညို,မေစပယ်ညို,,Solo,အမျိုးသမီး,မေစပယ်ညို,မေစပယ်ညို karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မေဆွိ,မေဆွိ,May Sweet,Solo,အမျိုးသမီး,"မေဆွိ, May Sweet, MaySweet",မေဆွိ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မေနု,မေနု,,Solo,အမျိုးသမီး,မေနု,မေနု karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မေပုလဲသွယ်,မေပုလဲသွယ်,,Solo,အမျိုးသမီး,မေပုလဲသွယ်,မေပုလဲသွယ် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မေရွက်ဝါ,မေရွက်ဝါ,,Solo,အမျိုးသမီး,မေရွက်ဝါ,မေရွက်ဝါ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မေရှင်,မေရှင်,,Solo,အမျိုးသမီး,မေရှင်,မေရှင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
